Java HotSpot(TM) 64-Bit Server VM (25.161-b12) for windows-amd64 JRE (1.8.0_161-b12), built on Dec 19 2017 17:52:25 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 33469572k(19482664k free), swap 33469572k(15755360k free)
CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC -XX:+UseParallelOldGC 
2018-03-03T23:58:27.507+0300: 111.011: [GC (Allocation Failure) [PSYoungGen: 171296K->1824K(172032K)] 370573K->202829K(521728K), 0.0272024 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:27.613+0300: 111.116: [GC (Allocation Failure) [PSYoungGen: 171296K->1824K(172032K)] 372301K->204565K(521728K), 0.0286993 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:27.716+0300: 111.220: [GC (Allocation Failure) [PSYoungGen: 171296K->1856K(172032K)] 374037K->206317K(521728K), 0.0296539 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:27.821+0300: 111.324: [GC (Allocation Failure) [PSYoungGen: 171328K->1824K(172032K)] 375789K->208021K(521728K), 0.0290869 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:27.923+0300: 111.427: [GC (Allocation Failure) [PSYoungGen: 171296K->1856K(172032K)] 377493K->209781K(521728K), 0.0312464 secs] [Times: user=0.24 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:43.031+0300: 126.534: [GC (Allocation Failure) [PSYoungGen: 171328K->1888K(172032K)] 379253K->211541K(521728K), 0.0270954 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:43.133+0300: 126.637: [GC (Allocation Failure) [PSYoungGen: 171360K->1856K(172032K)] 381013K->213245K(521728K), 0.0290265 secs] [Times: user=0.24 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:43.238+0300: 126.742: [GC (Allocation Failure) [PSYoungGen: 171328K->1888K(172032K)] 382717K->215005K(521728K), 0.0281284 secs] [Times: user=0.20 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:43.343+0300: 126.846: [GC (Allocation Failure) [PSYoungGen: 171360K->1824K(172032K)] 384477K->216661K(521728K), 0.0291116 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:43.448+0300: 126.951: [GC (Allocation Failure) [PSYoungGen: 171296K->1760K(172032K)] 386133K->218325K(521728K), 0.0281308 secs] [Times: user=0.20 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:43.548+0300: 127.051: [GC (Allocation Failure) [PSYoungGen: 171232K->1792K(172544K)] 387797K->220085K(522240K), 0.0329948 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:43.659+0300: 127.162: [GC (Allocation Failure) [PSYoungGen: 171776K->1824K(172032K)] 390069K->221837K(521728K), 0.0281522 secs] [Times: user=0.19 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:43.760+0300: 127.264: [GC (Allocation Failure) [PSYoungGen: 171808K->1824K(172544K)] 391821K->223565K(522240K), 0.0293084 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:43.865+0300: 127.369: [GC (Allocation Failure) [PSYoungGen: 172320K->1824K(172544K)] 394061K->225301K(522240K), 0.0297125 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:58.974+0300: 142.478: [GC (Allocation Failure) [PSYoungGen: 172320K->1888K(172544K)] 395797K->227101K(522240K), 0.0291686 secs] [Times: user=0.19 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:59.083+0300: 142.587: [GC (Allocation Failure) [PSYoungGen: 172384K->1856K(172544K)] 397597K->228821K(522240K), 0.0299072 secs] [Times: user=0.17 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:59.189+0300: 142.693: [GC (Allocation Failure) [PSYoungGen: 172352K->1824K(172544K)] 399317K->230525K(522240K), 0.0297702 secs] [Times: user=0.19 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:59.293+0300: 142.797: [GC (Allocation Failure) [PSYoungGen: 172320K->1856K(172544K)] 401021K->232293K(522240K), 0.0297924 secs] [Times: user=0.19 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:59.397+0300: 142.900: [GC (Allocation Failure) [PSYoungGen: 172352K->1856K(172544K)] 402789K->234045K(522240K), 0.0319270 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:59.504+0300: 143.008: [GC (Allocation Failure) [PSYoungGen: 172352K->1888K(172544K)] 404541K->235813K(522240K), 0.0294117 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:59.606+0300: 143.110: [GC (Allocation Failure) [PSYoungGen: 172384K->1888K(172544K)] 406309K->237549K(522240K), 0.0305448 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
